combo,sample,node_type,node_idx,was_isolated,true_b,true_h,pred_b,pred_h,abs_err_b,abs_err_h,node_mae
topological_none,sample_73,beam,0,False,60.0,30.0,38.80663299560547,35.58265686035156,21.19336700439453,5.5826568603515625,13.388011932373047
topological_none,sample_73,beam,1,False,60.0,40.0,39.9208984375,36.61502456665039,20.0791015625,3.3849754333496094,11.732038497924805
topological_none,sample_73,beam,2,False,50.0,40.0,39.33893585205078,36.95329284667969,10.661064147949219,3.0467071533203125,6.853885650634766
topological_none,sample_73,beam,3,False,50.0,40.0,39.85015106201172,37.23248291015625,10.149848937988281,2.76751708984375,6.458683013916016
topological_none,sample_73,beam,4,False,50.0,40.0,42.61235046386719,38.354679107666016,7.3876495361328125,1.6453208923339844,4.516485214233398
topological_none,sample_73,beam,5,False,50.0,40.0,38.57894515991211,36.085758209228516,11.42105484008789,3.9142417907714844,7.6676483154296875
topological_none,sample_73,beam,6,False,50.0,30.0,38.616188049316406,36.23854064941406,11.383811950683594,6.2385406494140625,8.811176300048828
topological_none,sample_73,beam,7,False,50.0,40.0,38.318843841552734,35.83879852294922,11.681156158447266,4.161201477050781,7.921178817749023
topological_none,sample_73,beam,8,False,60.0,40.0,40.596282958984375,37.34608840942383,19.403717041015625,2.653911590576172,11.028814315795898
topological_none,sample_73,beam,9,False,50.0,30.0,38.148136138916016,35.768680572509766,11.851863861083984,5.768680572509766,8.810272216796875
topological_none,sample_73,beam,10,False,50.0,40.0,39.41366958618164,36.43674850463867,10.58633041381836,3.563251495361328,7.074790954589844
topological_none,sample_73,beam,11,False,40.0,30.0,36.72969055175781,31.721920013427734,3.2703094482421875,1.7219200134277344,2.496114730834961
topological_none,sample_73,beam,12,False,50.0,30.0,39.03026580810547,36.39122772216797,10.969734191894531,6.391227722167969,8.68048095703125
topological_none,sample_73,beam,13,False,50.0,40.0,38.444061279296875,36.03082275390625,11.555938720703125,3.96917724609375,7.7625579833984375
